authid,pubid,author,pub_type,year,title,doi,classification,country,nature,lang,keywords,authors,author_position
9,17,Alexandre de Oliveira Zamberlan,Artigo Publicado,2016.0,Organização e estruturação em XML das características morfológicas de cromossomos a partir de uma base de imagens para o processo de identificação de cromossomos,10.5335/rbca.v8i2.5251,,,Completo,Português,  Cromossomos; XML; Características morfológicas; Estruturação; Identificação de cromossomos,"KURTZ, G. C.; OLIVEIRA, A. A. M.; ZAMBERLAN, A. O.; PEROZZO, R. F.; SILVA, R. F.",
70,17,Guilherme Chagas Kurtz,Artigo Publicado,2016.0,Organização e estruturação em XML das características morfológicas de cromossomos a partir de uma base de imagens para o processo de identificação de cromossomos,10.5335/rbca.v8i2.5251,,,Completo,Português,,"KURTZ, GUILHERME CHAGAS; DE OLIVEIRA, ALESSANDRO MAINARDI; ZAMBERLAN, ALEXANDRE DE OLIVEIRA; PEROZZO, REINER FRANTHESCO; DA SILVA, RICARDO FROHLICH",Primeiro
128,17,Reiner Franthesco Perozzo,Artigo Publicado,2016.0,Organização e estruturação em XML das características morfológicas de cromossomos a partir de uma base de imagens para o processo de identificação de cromossomos,,,,Completo,Português,  Cromossomos; XML; Características morfológicas; Estruturação; Identificação de cromossomos,"KURTZ, G. C.; OLIVEIRA, A. A. M.; ZAMBERLAN, A. O.; PEROZZO, Reiner F.; SILVA, R. F.",
132,17,Ricardo Frohlich da Silva,Artigo Publicado,2016.0,Organização e estruturação em XML das características morfológicas de cromossomos a partir de uma base de imagens para o processo de identificação de cromossomos,10.5335/rbca.v8i2.5251,,,Completo,Português,,"KURTZ, GUILHERME CHAGAS; DE OLIVEIRA, ALESSANDRO MAINARDI; ZAMBERLAN, ALEXANDRE DE OLIVEIRA; PEROZZO, REINER FRANTHESCO; DA SILVA, RICARDO FROHLICH",Último
82,18,José María Monserrat,Trabalho em Evento,2012.0,Gene expression and biochemical responses in brain of zebrafish Danio rerio exposed to organic nanomaterials: Carbon nanotubes (SWCNT) and fullerenol (C60(OH)18-22(OK4)),,Internacional,México,Resumo,Inglês,  nanociências; nanotoxicologia; nanotubos; zebrafish; estresse oxidativo,"Rocha, Alessandra Martins da; Ladeira, L.O.; Pinheiro, Maurício Veloso Brant; MONSERRAT, José María; Ferreira, Josencler L. Ribas; BARROS, Daniela Marti; Pereira, Talita C. B.; Bogo, Mauricio Reis; Oliveira, S.; Geraldo, V.; Lacerda, R.G.; Ferlauto, A.S.",Último
18,18,Andre Santarosa Ferlauto,Artigo Publicado,2013.0,Gene expression and biochemical responses in brain of zebrafish Danio rerio exposed to organic nanomaterials: Carbon nanotubes (SWCNT) and fullerenol (C60(OH)18-22(OK4)),10.1016/j.cbpa.2013.03.025,,,Completo,Inglês,,"DA ROCHA, ALESSANDRA MARTINS; LADEIRA, Luiz Orlando; PINHEIRO, MAURICIO VELOSO BRANT; MONSERRAT, JOSÉ MARIA; FERREIRA, JOSENCLER RIBAS; BARROS, DANIELA MARTI; PEREIRA, TALITA CARNEIRO BRANDÃO; BOGO, MAURICIO REIS; OLIVEIRA, SÉRGIO; GERALDO, VIVIANY; Lacerda, Rodrigo Gribel; FERLAUTO, ANDRÉ SANTAROSA",
44,18,Daniela Martí Barros,Artigo Publicado,2013.0,Gene expression and biochemical responses in brain of zebrafish Danio rerio exposed to organic nanomaterials: Carbon nanotubes (SWCNT) and fullerenol (C60(OH)18-22(OK4)),10.1016/j.cbpa.2013.03.025,,,Completo,Inglês,  furelenol; nanotubos de carbono; zebrafish,"da Rocha, A. M.; LADEIRA, L. O.; PINHEIRO, M. V. B.; MONSERRAT, José María; Ferreira, Josencler L.R.; Barros, Daniela M.; PEREIRA, T. C. B.; Bogo M; OLIVEIRA, S.; GERALDO, V.; LACERDA, R. G.; FERLAUTO, A. S.",
82,18,José María Monserrat,Artigo Publicado,2013.0,Gene expression and biochemical responses in brain of zebrafish Danio rerio exposed to organic nanomaterials: Carbon nanotubes (SWCNT) and fullerenol (C60(OH)18-22(OK4)),10.1016/j.cbpa.2013.03.025,,,Completo,Inglês,  nanotoxicologia; nanotubos; zebrafish; defesas antioxidantes; Biología molecular,"Rocha, Alessandra Martins da; Ladeira, L.O.; Pinheiro, Maurício V. Brant; Monserrat, José Maria; FERREIRA, Josencler Luis Ribas; Barros, Daniela M.; Pereira, Talita C.B.; BOGO, M. R.; Oliveira, S.; Geraldo, V.; Lacerda, R.G.; Ferlauto, A.S.",Último
136,18,Rodrigo Gribel Lacerda,Artigo Publicado,2013.0,Gene expression and biochemical responses in brain of zebrafish Danio rerio exposed to organic nanomaterials: Carbon nanotubes (SWCNT) and fullerenol (C60(OH)18-22(OK4)),10.1016/j.cbpa.2013.03.025,,,Completo,Inglês,,"DA ROCHA, ALESSANDRA MARTINS; Ladeira, Luiz Orlando; PINHEIRO, MAURICIO VELOSO BRANT; MONSERRAT, JOSÉ MARIA; FERREIRA, JOSENCLER RIBAS; BARROS, DANIELA MARTI; PEREIRA, TALITA CARNEIRO BRANDÃO; BOGO, MAURICIO REIS; OLIVEIRA, SÉRGIO; GERALDO, VIVIANY; Lacerda, Rodrigo Gribel; FERLAUTO, ANDRÉ SANTAROSA",
42,19,Cristina Machado Bragança de Moraes,Artigo Publicado,2017.0,PERFIL EPIDEMIOLÓGICO DE MULHERES DIAGNOSTICADAS COM CÂNCER DE MAMA EM SANTA MARIA/RS,,,,Completo,Português,  Cancer de mama; FATORES ASSOCIADOS,"FLORES, P. T.; CHIESA, J.; OLIVEIRA, P. N. R.; MORAES, Cristina Machado Bragança de; JARDIM, L. C.; COLPO, E.; ANTONIAZZI, R. P.; MARTINS, J. S.; BENTO, L. W.; KRAUSE, L. F.; ARAUJO, M. C. S.; SANTOS, J. P. F.",Último
86,19,Juliana Saibt Martins,Artigo Publicado,2017.0,Perfil epidemiológico de mulheres diagnosticadas com câncer de mama em Santa Maria/RS,,,,Completo,Português,,"FLORES, P. T.; CHIESA, J.; OLIVEIRA, P. N. R.; MORAES, C. B.; JARDIM, L. C.; COLPO, E.; ANTONIAZZI, R. P.; MARTINS, J. S.; BENTO, L. W.; KRAUSE, L. M. F.; ARAUJO, M. C. S.; SANTOS, J. P. F.",
93,19,Letícia Westphalen Bento,Artigo Publicado,2017.0,PERFIL EPIDEMIOLÓGICO DE MULHERES DIAGNOSTICADAS COM CÂNCER DE MAMA EM SANTA MARIA/RS,,,,Completo,Português,,"FLORES, P. T.; CHIESA, J.; OLIVEIRA, P. N. R.; MORAES, C. M. B.; JARDIM, L. C.; COLPO, E.; ANTONIAZZI, R. P.; MARTINS, J. S.; BENTO, L. W.; KRAUSE, L. M. F.; ARAUJO, M. C. S.; SANTOS, J. P. F.",
127,19,Raquel Pippi Antoniazzi,Artigo Publicado,2017.0,Perfil epidemiológico de mulheres diagnosticadas com câncer de mama em Santa Maria/RS,,,,Completo,Português,,"FLORES, P. T.; CHIESA, J.; OLIVEIRA, P. N. R.; MORAES, C. M. B.; JARDIM, L. C.; COLPO, E.; ANTONIAZZI, R.P.; MARTINS, J. S.; BENTO, L. W.; KRAUSE, L. M. F.; ARAUJO, M. C. S.; SANTOS, J. P. F.",
97,19,Luciana Maria Fontanari Krause,Artigo Publicado,2018.0,PERFIL EPIDEMIOLÓGICO DE MULHERES DIAGNOSTICADAS COM CÂNCER DE MAMA EM SANTA MARIA/RS,,,,Completo,Português,,"FLORES, P. T.; CHIESA, J.; OLIVEIRA, P. N. R.; MORAES, C. M. B.; JARDIM, L. C.; COLPO, E.; ANTONIAZZI, R. P.; MARTINS, J. S.; BENTO, L. W.; FONTANARI, L. M. ou FONTANARI KRAUSE, L.M.; ARAUJO, M. C. S.; SANTOS, J. P. F.",
75,20,Indhira Oliveira Maciel,Artigo Publicado,2006.0,Optical studies of carbon nanotubes and nanographites,10.1016/j.physe.2006.08.002,,,Completo,Inglês,,"M. Pimenta; Plentz, F.; Jorio, A.; A. P. Gomes; FANTINI, C.; L. G. Cancado; Araújo P T; MACIEL, I. O.;Maciel, Indhira O.;Maciel, I.O.;Maciel, Indhira Oliveira;Maciel, IO; Adelina P. Santos; Clascídia A. Furtado; Valdirere S. T. Pessinotto",
0,20,Adelina Pinheiro Santos,Artigo Publicado,2007.0,Optical Studies of Carbon Nanotubes and Nanographites,,,,Completo,Inglês,  carbon nanotubes; graphite; Raman spectroscopy,"PIMENTA, M. A.; JORIO, A.; GOMES, A. P.; FANTINI, C.; CANCADO, L. G.; ARAUJO, P. A. T.; MACIEL, I. O.; SANTOS, A. P.;Santos, A.P.;Santos, Adelina P.;SANTOS, ADELINA PINHEIRO;SANTOS, ADELINA P.;SANTOS, AD; FURTADO, C. A.; PLENTZ, F.",
36,20,Clascidia Aparecida Furtado,Artigo Publicado,2007.0,Optical Studies of Carbon Nanotubes and Nanographites,10.1016/j.physe.2006.08.002,,,Completo,Armênio,  carbon nanotube; Raman spectroscopy; photoluminescence; optical properties; nanomaterials; nanothecnology,"PIMENTA, M. A.; JORIO, A.; PEREIRA, A. P. G.; FANTINI, C.; CANCADO, L. G.; ARAUJO, P. A. T.; MACIEL, I. O.; SANTOS, A. P.; FURTADO, C. A.;Furtado, Clascidia A.;Furtado, C.A.;Furtado, C A;FURTADO, CLASCÍDIA APARECIDA;FURTADO; PLENTZ, F. O.",
62,20,Flavio Orlando Plentz Filho,Artigo Publicado,2007.0,Optical studies of carbon nanotubes and nanographites,10.1016/j.physe.2006.08.002,,,Completo,Português,,"PIMENTA, M. P. A.; Plentz, F.;Plentz, FO;SAFAR, G;PLENTZ, FLÁVIO;Plentz, F.O.;Plentz, Flávio O.;Plentz, F; JORIO, A.; A.P. Gomes; FANTINI, C.; CANCADO, L. G.; P.T. Araujo; MACIEL, I. O.; SANTOS, A. P.; FURTADO, C. A.; PERESSINOTTO, V. S. T.",
108,20,Marcos Assuncao Pimenta,Artigo Publicado,2007.0,Optical studies of carbon nanotubes and nanographites,,,,Completo,Inglês,,"PIMENTA, M. A.;Pimenta, M. A.;Pimenta, Marcos A.;Pimenta, M.;Pimenta, M A;Pimenta, M.A.;PIMENTA, MAR; F Plentz; JORIO, A.; GOMES, A. P.; FANTINI, C; CANÇADO, L. G.; ARAUJO, P. T.; MACIEL, I. O.; A P Santos; FURTADO, C. A.; PERESSINOTTO, V. S. T.",Primeiro
50,21,Edmar Avellar Soares,Trabalho em Evento,1995.0,Study Of The InSb(110) Surface Debye Temperature By LEED,,Internacional,Brasil,Resumo,Inglês,  LEED; superfícies; semicondutores,"SOARES, E. A.;Soares, E A;Soares, E.A.;Soares, Edmar A;Avellar Soares, Edmar; CARVALHO, V. E.; CASTILHO, C. M. C.",Primeiro
160,21,Vagner Eustaquio de Carvalho,Trabalho em Evento,1995.0,Study of the InSb(110) Surface Debye Temperature by LEED,,Internacional,Brasil,Resumo,Inglês,,"SOARES, E. A.; CARVALHO, V. E. ou de CARVALHO, V. E.;de Carvalho, V.E.;de Carvalho, V. E.;de Carvalho, Vagner E;DE ; CASTILHO, M.",
50,21,Edmar Avellar Soares,Trabalho em Evento,1996.0,Study Of The InSb(110) Surface Debye Temperature By LEED,,Internacional,Estados Unidos,Resumo,Inglês,  LEED; superfícies; semicondutores,"SOARES, E. A.;Soares, E A;Soares, E.A.;Soares, Edmar A;Avellar Soares, Edmar; CARVALHO, V. E.; CASTILHO, C. M. C.",Primeiro
160,21,Vagner Eustaquio de Carvalho,Trabalho em Evento,1996.0,Study of the InSb(110) Surface Debye Temperature by LEED,,Internacional,Estados Unidos,Resumo,Inglês,,"SOARES, E. A.; CARVALHO, V. E. ou de CARVALHO, V. E.;de Carvalho, V.E.;de Carvalho, V. E.;de Carvalho, Vagner E;DE ; CASTILHO, M. C. M.",
160,21,Vagner Eustaquio de Carvalho,Trabalho em Evento,1996.0,Study Of The Insb(110) Surface Debye Temperature By Leed,,Internacional,Estados Unidos,Resumo,Inglês,  Insb(110); Leed,"SOARES, E.; CARVALHO, V. E. ou de CARVALHO, V. E.;de Carvalho, V.E.;de Carvalho, V. E.;de Carvalho, Vagner E;DE ; CASTILHO, C.",
106,22,Mara Regina Caino Teixeira Marchiori,Prefácio/Posfácio,2004.0,Disciplinarum Scientia,,,Brasil,,Português,,"MARCHIORI, Mara Regina Caino Teixeira",Primeiro
67,22,Gislaine Mocelin Auzani,Outra Produção Bibliográfica,2011.0,Disciplinarum Scientia,,,Brasil,,Português,,"AUZANI, G. M.",Primeiro
121,22,Noeli Júlia Schussler de Vasconcellos,Prefácio/Posfácio,2012.0,Disciplinarum Scientia,,,Brasil,,Português,,"VASCONCELLOS, N. J. S.",Primeiro
83,22,Josiane Lieberknecht Wathier Abaid,Prefácio/Posfácio,2015.0,Disciplinarum Scientia,,,Brasil,,Bretão,,"ABAID, JOSIANE LIEBERKNECHT WATHIER",Primeiro
157,22,Thais Scotti do Canto Dorow,Prefácio/Posfácio,2016.0,Disciplinarum Scientia,,,Brasil,,Português,,"BECKER, E. L. S.; CANTO-DOROW, T. S.",Último
96,23,Lozicler Maria Moro dos Santos,Trabalho em Evento,2006.0,Experiências de ensino por meio da modelagem matemática na Educação Fundamental,,Internacional,Brasil,Resumo Expandido,Português,,"SANTOS, Lozicler Maria Moro dos; BISOGNIN, Vanilde",Primeiro
96,23,Lozicler Maria Moro dos Santos,Trabalho em Evento,2006.0,Experiências de Ensino na Educação Fundamental por meio da Modelagem Matemática,,Nacional,Brasil,Resumo Expandido,Português,  Ensino de matemática,"SANTOS, Lozicler Maria Moro dos; BISOGNIN, Vanilde",Primeiro
162,23,Vanilde Bisognin,Trabalho em Evento,2006.0,Experiências de ensino por meio da modelagem matemática na educação fundamental,,Internacional,Brasil,Completo,Português,  Modelagem matemática; Ensino e aprendizagem de matemática,"SANTOS, Lozicler Maria Moro dos; BISOGNIN, V.;Bisognin, Vanilde",Último
162,23,Vanilde Bisognin,Trabalho em Evento,2006.0,Experiências de Ensino na Educação Fundamental por Meio da Modelagem matemática,,Nacional,Brasil,Completo,Português,  Modelagem matemática; Ensino e aprendizagem de matemática,"SANTOS, Lozicler Maria Moro dos; BISOGNIN, V.;Bisognin, Vanilde",Último
162,23,Vanilde Bisognin,Capítulo de Livro Publicado,2007.0,Experiências de ensino por meio da Modelagem Matemática na educação fundamental,,,Brasil,,Português,  Modelagem matemática; Ensino e aprendizagem de matemática,"SANTOS, Losicler Maria Moro dos; BISOGNIN, V.;Bisognin, Vanilde",Último
1,25,Adriana Dall'Asta Pereira,Artigo Publicado,2010.0,Curso de Enfermagem da UNIFRA: avanços e conquistas em uma história de 55 anos,,,,Completo,Português,  Enfermagem; História da Enfermagem; Educação em Saúde,"BACKES, Dirce Sein; PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima; FREITAS, H. M. B.; MARCHIORI, Mara Regina C. T.; SOUZA, Martha Helena Teixeira de; MARINHO, M. G. R.",
31,25,Carla Lizandra de Lima Ferreira,Artigo Publicado,2010.0,Curso de Enfermagem da UNIFRA: avanços e conquistas em uma história de 55 anos,,,,Completo,Português,,"BACKES, D. S.; PEREIRA, Adriana Dall'asta; FERREIRA, CARLA LIZANDRA DE LIMA; FREITAS, H. M. B.; MARCHIORI, M. R. C. T.; SOUZA, M. H. T.; MARINHO, Mara Glarete Rodrigues",
106,25,Mara Regina Caino Teixeira Marchiori,Artigo Publicado,2010.0,Curso de Enfermagem da UNIFRA: avanços e conquistas em uma história de 55 anos,,,,Completo,Português,  Enfermagem; História da Enfermagem; Educação em Saúde,"BACKES, D. S.; PEREIRA, Adriana Dallasta; Ferreira, Carla Lizandra de Lima; Medeiros, Hilda Maria Freitas; MARCHIORI, Mara Regina Caino Teixeira; Martha Souza; Mara Glarete Rodrigues Marinho",
111,25,Martha Helena Teixeira de Souza,Artigo Publicado,2010.0,Curso de Enfermagem da UNIFRA: avanços e conquistas em uma história de 55 anos,,,,Completo,Português,,"BACKES, D. S.; PEREIRA, A. D.; FERREIRA, C.; FREITAS, H. M. B.; MARCHIORI, M. R. C. T.; SOUZA, M. H. T.; MARCHIORI, M. R. C. T.",
6,26,Alessandro André Mainardi de Oliveira,Trabalho em Evento,2015.0,"UMA ABORDAGEM ORIENTADA A OBJETOS APLICADA À AUTOMAÇÃO',",,Nacional,Brasil,Completo,Português,,"PEROZZO, R. F.; OLIVEIRA, A. A. M.; ZAMBERLAM, A. O.; KURTZ, G. C.",
9,26,Alexandre de Oliveira Zamberlan,Trabalho em Evento,2015.0,UMA ABORDAGEM ORIENTADA A OBJETOS APLICADA À AUTOMAÇÃO,,Nacional,Brasil,Completo,Português,  Automação; Microcontrolador; Orientação a Objetos,"PEROZZO, R. F.; ZAMBERLAN, A. O.; OLIVEIRA, A. A. M.; KURTZ, G. C.",
70,26,Guilherme Chagas Kurtz,Trabalho em Evento,2015.0,Uma abordagem orientada a objetos aplicada à automação,,Nacional,Brasil,Completo,Português,,"ZAMBERLAN, A. O.; OLIVEIRA, A. A. M.; KURTZ, G. C.;KURTZ, GUILHERME CHAGAS; PEROZZO, R. F.",
128,26,Reiner Franthesco Perozzo,Trabalho em Evento,2015.0,Uma Abordagem Orientada a Objetos Aplicada à Automação,,Local,Brasil,Completo,Português,,"PEROZZO, Reiner F.; ZAMBERLAN, A. O.; OLIVEIRA, A. A. M.; KURTZ, G. C.",Primeiro
1,27,Adriana Dall'Asta Pereira,Trabalho em Evento,2009.0,Compreender o Significado da Inserção Acadêmica nas Práticas Educativas de Saúde,,Nacional,Brasil,Resumo,Português,,"SOUZA, Martha Helena Teixeira de; BACKES, Dirce Sein; PEREIRA, A. D.; MARCHIORI, Mara Regina C. T.; MEDEIROS, Hilda Maria Freitas; FERREIRA, Carla Lizandra de Lima",
31,27,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2009.0,Compreender o significado da inserção acadêmica nas práticas educativas de saúde,,Nacional,Brasil,Resumo Expandido,Português,  compreender; práticas educativas,"SOUZA, M.; BACKES, D. S.; PEREIRA, Adriana Dall'asta; MARCHIRORI, Mara Regina Caino Teixeira; MEDEIROS, Hilda Maria Freitas; FERREIRA, CARLA LIZANDRA DE LIMA",Último
106,27,Mara Regina Caino Teixeira Marchiori,Trabalho em Evento,2009.0,Compreender o Significado da Inserção Acadêmica Nas Práticas Educativas de Saúde,,Nacional,Brasil,Resumo Expandido,Português,  Educação; Enfermagem; Saúde,"MARCHIORI, Mara Regina Caino Teixeira; BACKES, D. S.; PEREIRA, Adriana Dallasta; Ferreira, Carla Lizandra de Lima; SOUZA, M. T.; Medeiros, Hilda Maria Freitas",Primeiro
111,27,Martha Helena Teixeira de Souza,Trabalho em Evento,2009.0,Compreender o significado da inserção acadêmica nas práticas educativas em saúde,,Nacional,Brasil,Resumo Expandido,Português,  educação; SAÚDE; enfermagem,"SOUZA, M. H. T.; BACKES, D. S.; MARCHIORI, M. R. C. T.; FERREIRA, C.; FREITAS, H. M. B.; PEREIRA, A. D.",Primeiro
9,28,Alexandre de Oliveira Zamberlan,Capítulo de Livro Publicado,2017.0,Cientista Aprendiz: uma interface entre o meio acadêmico e os estudantes do Ensino Básico,,,Brasil,,Português,,"FAGAN, S. B.; SALAZAR, R.; SWAROWSKY, A.; VOLKMER, T. M.; PEROZZO, R. F.; ELLWANGER, A. L.; ZAMBERLAN, A. O.; SIMAO, E. M.; RODRIGUES JR, L. F.",
10,28,Alexandre Swarowsky,Capítulo de Livro Publicado,2017.0,Cientista aprendiz: uma interface entre o meio acadêmico e os estudantes do ensino básico,,,Brasil,,Português,,"FAGAN, S. B.; SALAZAR, R. F. S.; SWAROWSKY, A.; VOLKMER, T.M; PEROZZO, R. F.; ELLWANGLER, A.; ZAMBERLAN, A. de O.",
128,28,Reiner Franthesco Perozzo,Capítulo de Livro Publicado,2017.0,Cientista Aprendiz: uma interface entre o meio acadêmico e os estudantes do ensino básico.,,,Brasil,,Português,,"FAGAN, S. B.; SALAZAR, R. F. S.; SWAROWSKY, A.; VOLKMER, T. M.; PEROZZO, R. F.; ELLWANGER, A. L.; ZAMBERLAN, A. O.; SIMAO, E.; RODRIGUES JR, L. F.",
159,28,Tiago Moreno Volkmer,Capítulo de Livro Publicado,2017.0,Cientista Aprendiz: uma interface entre o meio acadêmico e os estudantes do Ensino Básico,,,Brasil,,Português,,"FAGAN, S. B.; SALAZAR, R. F. S.; SWAROWSKI, A.; VOLKMER, TIAGO; ELLWANGER, A. L.; ZAMBERLAN, A. O.; RODRIGUES JR., L. F.; SIMAO, E. M.; PEROZZO, R.",
25,29,Bianca Zimmermann dos Santos,Trabalho em Evento,2017.0,Acesso e utilização de serviços odontológicos por gestantes - estudo piloto,,Regional,Brasil,Resumo,Bretão,,"BOLSSON, G. B.; FLORES, C.; SAVIAN, C. M.; GUEDES, R. S.; DOTTO, P. P.; DOS SANTOS, B. Z.",Último
125,29,Patrícia Pasquali Dotto,Trabalho em Evento,2017.0,ACESSO E UTILIZAÇÃO DE SERVIÇOS ODONTOLÓGICOS POR GESTANTES - ESTUDO PILOTO,,Nacional,Brasil,Resumo,Português,,"BOLSSON, G. B.; FLORES, C.; SAVIAN, C.; GUEDES, R.S.; DOTTO, P. P.; SANTOS, B. Z.",
25,29,Bianca Zimmermann dos Santos,Artigo Aceito para Publicação,2018.0,Acesso e utilização de serviços odontológicos por gestantes - estudo piloto,,,,Não Informado,Português,,"FLORES, C.; BOLSSON, G. B.; GUEDES, R. S.; DOTTO, P. P.; DOS SANTOS, B. Z.",Último
125,29,Patrícia Pasquali Dotto,Artigo Aceito para Publicação,2018.0,Acesso e utilização de serviços Odontológicos por gestantes: estudo piloto,,,,Não Informado,Português,,"FLORES, C.; BOLSSON, G. B.; GUEDES, R.S.; DOTTO, P. P.; SANTOS, B. Z.",
45,30,Daniela Richter,Capítulo de Livro Publicado,2007.0,Ações afirmativas: inclusão ou exclusão social?,,,Brasil,,Português,,"RICHTER, Daniela; TERRA, Rosane Beatris Mariano da Rocha Barcellos",Primeiro
45,30,Daniela Richter,Trabalho em Evento,2007.0,Ações Afirmativas: Inclusão ou exclusão social?,,Regional,Brasil,Resumo,Português,,"RICHTER, Daniela; TERRA, Rosane Barcellos",Primeiro
141,30,Rosane Beatris Mariano da Rocha Barcellos Terra,Capítulo de Livro Publicado,2007.0,Ações afirmativas: inclusão ou exclusão social?,,,Brasil,,Português,  ações afirmativas,"TERRA, Rosane Beatris Mariano da Rocha Barcellos; RICHTER, Daniela",Primeiro
141,30,Rosane Beatris Mariano da Rocha Barcellos Terra,Trabalho em Evento,2007.0,Ações afirmativas: inclusão ou exclusão social?,,Nao Informado,Brasil,Resumo,Português,,"TERRA, Rosane Beatris Mariano da Rocha Barcellos; COSTA, Marli Marlene Moraes da; RICHTER, Daniela",Primeiro
1,31,Adriana Dall'Asta Pereira,Trabalho em Evento,2009.0,Ser Adolescente no Cotidiano Escolar: Despertando para a Educação de Promoção da Saúde,,Nacional,Brasil,Resumo,Português,,"SOUZA, Martha Helena Teixeira de; LUCIO, Dirce Beatriz Marquardt; BACKES, Dirce Sein; PEREIRA, A. D.; FERREIRA, Carla Lizandra de Lima; MEDEIROS, Hilda Maria Freitas; MARCHIORI, Mara Regina C. T.",
31,31,Carla Lizandra de Lima Ferreira,Trabalho em Evento,2009.0,Ser Adolescente no cotidiano escolar: despertando para a educação de promoção da saúde,,Nacional,Brasil,Resumo Expandido,Português,  adolescente; educação; promoção da sáude; Promoção da saúde,"SOUZA, M.; BACKES, D. S.; PEREIRA, Adriana Dall'asta; FERREIRA, CARLA LIZANDRA DE LIMA; MEDEIROS, Hilda Maria Freitas; MARCHIRORI, Mara Regina Caino Teixeira",
106,31,Mara Regina Caino Teixeira Marchiori,Trabalho em Evento,2009.0,Ser Adolescente no Cotidiano Escolar: Despertando para Educação de Promoção da Saúde,,Nacional,Brasil,Resumo Expandido,Português,  Adolescência; Educação; Enfermagem; Promoção e proteção,"MARCHIORI, Mara Regina Caino Teixeira; BACKES, D. S.; Medeiros, Hilda Maria Freitas; PEREIRA, Adriana Dallasta; SOUZA, M. T.; Ferreira, Carla Lizandra de Lima",Primeiro
111,31,Martha Helena Teixeira de Souza,Trabalho em Evento,2009.0,Ser adolescente no cotidiano escolar: despertando para a educação de promoção da saúde,,Nacional,Brasil,Resumo Expandido,Português,  promoção da saúde; educação; adolescente,"MARCHIORI, M. R. C. T.; SOUZA, M. H. T.; BACKES, D. S.; PEREIRA, A. D.; FERREIRA, C.; FREITAS, H. M. B.",
